"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","Z9073400"
872,1,2,1982,1,2,-4
873,2,1,1984,1,2,-4
874,1,4,1984,1,2,-4
875,2,9,1982,1,4,-4
876,2,12,1984,1,4,-4
877,1,7,1980,1,1,-4
878,2,1,1984,1,4,-4
879,2,7,1981,1,4,-4
880,2,12,1980,1,2,-4
881,2,1,1982,1,1,-4
882,1,12,1983,1,2,-4
883,2,9,1983,1,2,-4
884,1,11,1981,1,4,-4
885,1,12,1983,1,4,-4
886,1,5,1982,1,4,-4
887,2,9,1983,1,4,-4
888,2,2,1981,1,3,1
889,1,4,1984,1,4,-4
890,1,12,1980,1,1,-4
891,1,4,1982,1,1,-4
892,2,7,1983,1,1,-4
893,1,9,1980,1,2,-4
894,1,5,1982,1,2,-4
895,1,12,1984,1,2,1
896,2,8,1983,1,4,-4
897,2,8,1984,1,4,-4
898,1,10,1983,1,4,-4
899,2,3,1980,1,4,1
900,1,5,1982,1,4,-4
901,2,3,1984,1,4,-4
902,2,11,1981,1,4,-4
903,1,9,1981,1,2,-4
904,2,8,1983,1,2,-4
905,2,9,1983,1,2,-4
906,2,4,1984,1,4,1
907,2,1,1982,1,2,-4
908,2,12,1982,1,4,-4
909,1,11,1983,1,4,1
910,2,4,1981,1,4,-4
911,1,6,1983,1,2,-4
912,2,5,1981,1,1,-4
913,2,11,1982,1,4,-4
914,1,4,1984,1,4,-4
915,2,10,1980,1,4,-4
916,2,3,1983,1,4,-4
917,1,11,1984,1,4,1
918,1,7,1981,1,4,-4
919,2,1,1984,1,4,-4
920,2,11,1981,1,4,3
921,1,11,1983,1,2,3
922,2,6,1982,1,2,1
923,2,9,1981,1,3,-4
924,2,5,1982,1,1,-4
925,2,3,1982,1,2,-4
926,1,4,1983,1,2,1
927,1,10,1981,1,2,-4
928,2,1,1983,1,2,-4
929,1,2,1983,1,4,-4
930,2,11,1983,1,2,1
931,2,2,1984,1,1,-4
932,2,11,1984,1,4,-4
933,2,7,1981,1,4,-4
934,2,8,1984,1,4,1
935,2,2,1983,1,2,-4
936,1,7,1984,1,4,-4
937,1,4,1982,1,2,-4
938,1,7,1984,1,2,-4
939,2,10,1980,1,4,-4
940,1,8,1982,1,4,-4
941,2,1,1980,1,4,-4
942,1,7,1982,1,4,-4
943,1,10,1984,1,4,-4
944,2,12,1981,1,4,-4
945,2,10,1980,1,4,-4
946,1,10,1981,1,4,-4
947,2,11,1981,1,2,-4
948,2,5,1984,1,2,-4
949,2,7,1980,1,4,-4
950,2,11,1984,1,4,-4
951,2,8,1981,1,4,-4
952,2,11,1984,1,4,-4
953,1,10,1984,1,4,-4
954,2,1,1981,1,4,-4
955,2,3,1984,1,4,-4
956,1,3,1983,1,4,-4
957,1,10,1984,1,4,-4
958,1,6,1980,1,4,-4
959,1,9,1983,1,4,-4
960,1,2,1980,1,4,-4
961,2,5,1984,1,4,-4
962,1,1,1980,1,4,-4
963,1,10,1984,1,4,1
964,2,10,1982,1,2,-4
965,2,3,1984,1,2,-4
966,2,11,1984,1,4,-4
967,2,5,1982,1,3,-4
968,1,6,1981,1,4,-4
969,2,9,1984,1,4,-4
970,1,2,1983,1,4,-4
971,2,1,1983,1,4,-4
972,1,5,1982,1,4,-4
973,1,4,1984,1,2,-4
974,1,11,1982,1,4,1
975,1,11,1980,1,4,-4
976,1,11,1981,1,4,-4
977,1,6,1982,1,4,-4
978,1,8,1980,1,4,-4
979,2,7,1982,1,4,-4
980,1,10,1982,1,4,-4
981,1,3,1981,1,4,-4
982,1,1,1982,1,4,-4
983,2,10,1984,1,2,-4
984,2,7,1981,1,2,-4
985,2,11,1981,1,2,-4
986,2,8,1980,1,4,1
987,1,1,1983,1,2,-4
988,2,5,1983,1,4,-4
989,2,6,1983,1,4,-4
990,1,10,1981,1,4,1
991,1,1,1980,1,4,-4
992,2,2,1983,1,4,-4
993,2,12,1981,1,4,1
994,1,4,1983,1,4,-4
995,2,5,1980,1,2,-4
996,2,7,1981,1,4,-4
997,1,6,1980,1,4,-4
998,1,12,1982,1,1,-4
999,1,12,1982,1,4,-4
1000,1,4,1981,1,4,-4
1001,1,6,1982,1,1,-4
1002,1,8,1984,1,1,-4
1003,2,1,1982,1,4,-4
1004,1,9,1984,1,4,-4
1005,1,10,1982,1,4,-4
1006,1,11,1984,1,4,-4
1007,1,7,1983,1,4,-4
1008,2,5,1980,1,4,-4
1009,1,5,1982,1,4,-4
1010,2,11,1983,1,4,-4
1011,1,8,1981,1,4,-4
1012,1,8,1983,1,4,-4
1013,1,4,1983,1,1,-4
1014,1,7,1982,1,4,-4
1015,1,8,1983,1,4,-4
1016,1,1,1980,1,4,-4
1017,2,3,1984,1,4,-4
1018,1,11,1982,1,4,-4
1019,1,5,1983,1,4,-4
1020,1,11,1981,1,4,-4
1021,2,10,1984,1,4,-4
1022,2,12,1981,1,4,-4
1023,2,12,1983,1,2,-4
1024,2,4,1981,1,4,-4
1025,1,3,1981,1,4,-4
1026,1,11,1980,1,4,1
1027,1,8,1981,1,4,-4
1028,1,8,1983,1,4,-4
1029,2,4,1982,1,4,1
1030,1,11,1981,1,4,1
1031,1,3,1982,1,1,-4
1032,1,8,1982,1,1,-4
1033,2,10,1983,1,1,-4
1034,1,6,1982,1,1,-4
1035,2,10,1981,1,1,-4
1036,1,3,1984,1,1,-4
1037,1,9,1982,1,1,-4
1038,1,1,1984,1,1,-4
1039,2,6,1984,1,1,-4
1040,2,12,1981,1,1,-4
1041,1,3,1981,1,1,-4
1042,2,9,1982,1,1,-4
1043,2,8,1980,1,1,-4
1044,1,7,1983,1,1,-4
1045,2,8,1980,1,1,-4
1046,1,6,1983,1,1,-4
1047,2,6,1980,1,1,-4
1048,2,4,1983,1,1,-4
1049,1,8,1983,1,2,-4
1050,2,1,1981,1,1,-4
1051,1,3,1982,1,1,-4
1052,2,8,1983,1,1,-4
1053,1,12,1981,1,1,-4
1054,2,1,1983,1,1,-4
1055,2,11,1982,1,1,1
1056,2,1,1980,1,1,-4
1057,2,6,1981,1,1,-4
1058,1,3,1982,1,1,-4
1059,1,11,1984,1,1,-4
1060,2,3,1984,1,1,-4
1061,2,9,1983,1,1,-4
1062,1,2,1981,1,1,-4
1063,1,12,1982,1,1,-4
1064,2,1,1981,1,1,-4
1065,1,8,1980,1,1,-4
1066,2,2,1984,1,1,-4
1067,2,5,1983,1,2,1
1068,1,8,1984,1,2,-4
1069,1,11,1982,1,4,-4
1070,2,10,1981,1,1,-4
1071,1,6,1984,1,2,1
1072,1,9,1980,1,1,-4
1073,2,3,1981,1,4,-4
1074,1,1,1983,1,4,-4
1075,2,4,1983,1,1,-4
1076,2,1,1982,1,4,-4
1077,2,11,1983,1,4,-4
1078,1,9,1983,1,4,-4
1079,1,11,1980,1,4,-4
1080,2,7,1983,1,4,-4
1081,1,11,1983,1,4,-4
1082,2,12,1982,1,4,-4
1083,2,2,1980,1,4,1
1084,2,6,1982,1,4,-4
1085,1,11,1980,1,4,1
1086,1,7,1983,1,4,-4
1087,2,1,1981,1,2,-4
1088,2,5,1984,1,4,-4
1089,1,11,1980,1,4,-4
1090,1,11,1982,1,4,-4
1091,2,10,1980,1,4,-4
1092,2,12,1982,1,4,1
1093,1,5,1982,1,2,-4
1094,1,7,1980,1,1,-4
1095,1,1,1982,1,1,-4
1096,2,9,1984,1,1,-4
1097,1,9,1980,1,1,1
1098,2,1,1983,1,1,-4
1099,2,2,1980,1,1,-4
1100,2,2,1982,1,1,-4
1101,2,6,1982,1,1,1
1102,2,2,1984,1,1,-4
1103,2,10,1984,1,2,-4
1104,2,11,1981,1,4,-4
1105,2,9,1983,1,4,-4
1106,1,8,1980,1,4,-4
1107,2,11,1982,1,4,-4
1108,1,8,1983,1,3,-4
1109,2,8,1984,1,4,-4
1110,1,3,1981,1,4,-4
1111,1,11,1984,1,4,-4
1112,1,10,1981,1,4,-4
1113,1,3,1981,1,4,-4
1114,2,1,1983,1,2,1
1115,1,9,1982,1,4,-4
1116,2,7,1983,1,4,1
1117,1,12,1984,1,4,-4
1118,2,2,1980,1,4,-4
1119,2,12,1983,1,2,-4
1120,2,7,1980,1,4,-4
1121,2,7,1984,1,4,-4
1122,1,7,1980,1,4,-4
1123,2,11,1984,1,4,-4
1124,1,9,1982,1,2,-4
1125,1,5,1983,1,1,-4
1126,1,7,1980,1,1,-4
1127,2,8,1982,1,1,-4
1128,2,11,1984,1,1,-4
1129,1,5,1983,1,4,-4
1130,1,10,1984,1,4,-4
1131,1,5,1983,1,4,-4
1132,2,2,1981,1,4,-4
1133,2,12,1982,1,4,-4
1134,2,12,1984,1,4,-4
1135,1,3,1984,1,4,-4
1136,1,6,1981,1,4,-4
1137,1,2,1981,1,4,-4
1138,2,6,1981,1,4,-4
1139,2,3,1983,1,4,-4
1140,1,3,1984,1,4,-4
1141,1,3,1983,1,4,-4
1142,1,7,1980,1,4,-4
1143,2,6,1982,1,4,-4
1144,2,7,1983,1,4,-4
1145,2,10,1982,1,4,1
1146,2,11,1984,1,4,-4
1147,1,2,1980,1,4,-4
1148,2,3,1981,1,4,-4
1149,2,8,1983,1,4,-4
1150,1,10,1984,1,4,-4
1151,2,11,1984,1,4,-4
1152,2,10,1980,1,2,-4
1153,2,1,1983,1,2,-4
1154,2,8,1983,1,4,-4
1155,1,11,1982,1,4,1
1156,2,1,1984,1,4,1
1157,1,5,1980,1,2,1
1158,1,7,1981,1,4,-4
1159,1,12,1982,1,4,-4
1160,2,10,1982,1,4,-4
1161,1,7,1981,1,4,-4
1162,1,8,1980,1,4,-4
1163,1,8,1983,1,4,-4
1164,1,10,1982,1,4,-4
1165,2,10,1983,1,4,-4
1166,2,1,1980,1,4,-4
1167,1,1,1980,1,4,-4
1168,1,6,1981,1,4,-4
1169,2,11,1983,1,4,-4
1170,1,2,1981,1,4,-4
1171,1,2,1984,1,4,-4
1172,1,2,1981,1,4,-4
1173,2,5,1983,1,4,-4
1174,1,3,1983,1,4,-4
1175,2,1,1982,1,4,1
1176,1,2,1984,1,4,-4
1177,2,7,1982,1,4,-4
1178,1,7,1982,1,4,-4
1179,1,8,1982,1,4,-4
1180,1,1,1984,1,4,-4
1181,2,8,1982,1,4,-4
1182,2,9,1980,1,4,-4
1183,1,5,1982,1,4,-4
1184,1,6,1980,1,2,-4
1185,1,5,1983,1,2,-4
1186,1,6,1980,1,4,-4
1187,2,4,1983,1,2,-4
1188,2,4,1983,1,4,-4
1189,1,3,1982,1,4,-4
1190,2,7,1981,1,2,-4
1191,1,11,1981,1,4,1
1192,1,2,1980,1,4,-4
1193,1,10,1982,1,4,-4
1194,2,11,1984,1,4,-4
1195,1,9,1981,1,4,-4
1196,1,2,1983,1,4,-4
1197,2,7,1984,1,4,-4
1198,1,11,1980,1,4,-4
1199,1,3,1983,1,4,-4
1200,2,8,1980,1,4,1
1201,1,2,1984,1,4,1
1202,1,3,1981,1,1,-4
1203,2,2,1981,1,1,-4
1204,1,10,1983,1,1,-4
1205,2,10,1980,1,1,-4
1206,2,9,1984,1,1,-4
1207,1,3,1982,1,1,-4
1208,1,8,1982,1,1,-4
1209,2,10,1983,1,1,-4
1210,1,10,1983,1,1,-4
1211,1,3,1980,1,1,-4
1212,2,6,1983,1,1,-4
1213,1,7,1984,1,1,-4
1214,1,9,1982,1,1,-4
1215,1,8,1980,1,1,-4
1216,2,8,1982,1,1,-4
1217,1,10,1981,1,1,-4
1218,1,9,1983,1,1,-4
1219,1,1,1984,1,1,-4
1220,2,5,1981,1,1,-4
1221,1,4,1981,1,1,-4
1222,1,10,1982,1,1,-4
1223,2,6,1980,1,1,-4
1224,1,7,1981,1,1,-4
1225,2,11,1980,1,1,-4
1226,1,9,1980,1,1,-4
1227,2,9,1983,1,3,-4
1228,1,2,1980,1,4,-4
1229,2,11,1984,1,4,-4
1230,1,9,1984,1,4,-4
1231,1,10,1980,1,4,-4
1232,1,3,1983,1,4,-4
1233,1,11,1983,1,4,-4
1234,1,11,1983,1,4,-4
1235,1,3,1983,1,4,-4
1236,1,12,1982,1,4,-4
1237,1,2,1983,1,4,-4
1238,2,6,1983,1,4,-4
1239,1,4,1983,1,4,-4
1240,1,12,1982,1,4,-4
1241,2,10,1981,1,4,-4
1242,2,10,1984,1,4,-4
1243,2,9,1984,1,4,-4
1244,1,4,1981,1,4,-4
1245,2,6,1980,1,4,-4
1246,2,1,1980,1,4,-4
1247,1,3,1982,1,4,-4
1248,2,3,1984,1,4,-4
1249,2,3,1981,1,4,-4
1250,1,9,1982,1,4,-4
1251,1,11,1981,1,4,-4
1252,1,1,1982,1,2,-4
1253,2,6,1984,1,4,-4
1254,2,9,1982,1,4,-4
1255,1,2,1982,1,4,-4
1256,2,10,1984,1,4,-4
1257,2,1,1984,1,4,-4
1258,2,11,1982,1,4,1
1259,1,10,1984,1,4,-4
1260,1,12,1983,1,4,1
1261,1,7,1981,1,4,-4
1262,1,9,1984,1,4,-4
1263,1,9,1982,1,4,-4
1264,1,6,1984,1,4,1
1265,2,3,1980,1,4,-4
1266,2,9,1983,1,4,-4
1267,1,6,1981,1,4,-4
1268,2,3,1980,1,4,1
1269,2,10,1981,1,4,1
1270,1,11,1981,1,4,-4
1271,2,4,1982,1,4,-4
1272,1,1,1981,1,4,-4
1273,1,10,1980,1,4,-4
1274,2,9,1980,1,4,-4
1275,2,1,1983,1,4,-4
1276,2,8,1980,1,4,-4
1277,1,7,1982,1,4,-4
1278,1,1,1982,1,4,-4
1279,1,1,1982,1,4,-4
1280,1,11,1982,1,2,1
1281,1,1,1984,1,4,-4
1282,2,3,1981,1,4,1
1283,1,9,1983,1,4,-4
1284,1,5,1981,1,4,-4
1285,2,7,1981,1,4,-4
1286,1,2,1983,1,4,-4
1287,1,11,1982,1,4,-4
1288,1,3,1983,1,4,-4
1289,1,3,1980,1,4,-4
1290,2,10,1981,1,4,-4
1291,1,5,1980,1,4,-4
1292,2,7,1982,1,4,-4
1293,1,11,1981,1,4,-4
1294,1,5,1984,1,4,1
1295,2,1,1980,1,4,-4
1296,2,4,1983,1,1,-4
1297,1,11,1980,1,4,-4
1298,1,9,1981,1,1,-4
1299,1,12,1982,1,4,-4
1300,1,4,1984,1,4,-4
1301,1,9,1984,1,4,-4
1302,2,7,1981,1,4,-4
1303,2,9,1984,1,4,-4
1304,1,3,1980,1,4,-4
1305,1,11,1981,1,4,-4
1306,2,6,1981,1,4,-4
1307,2,5,1984,1,4,-4
1308,2,10,1983,1,4,-4
1309,2,3,1982,1,4,-4
1310,1,4,1981,1,4,-4
1311,2,6,1980,1,4,-4
1312,2,11,1980,1,4,-4
1313,2,1,1983,1,4,-4
1314,2,8,1982,1,4,-4
1315,2,4,1980,1,4,1
1316,2,5,1983,1,4,-4
1317,2,2,1982,1,4,-4
1318,1,11,1984,1,4,-4
1319,2,9,1984,1,4,-4
1320,1,7,1980,1,4,-4
1321,1,10,1982,1,4,1
1322,2,10,1982,1,4,-4
1323,1,7,1984,1,2,-4
1324,2,6,1980,1,1,-4
1325,2,10,1982,1,1,-4
1326,1,2,1983,1,4,1
1327,2,12,1981,1,4,-4
1328,2,10,1980,1,1,-4
1329,2,3,1981,1,2,-4
1330,2,3,1982,1,4,-4
1331,2,7,1983,1,4,-4
1332,1,2,1980,1,4,-4
1333,2,9,1982,1,4,-4
1334,2,9,1980,1,4,-4
1335,1,12,1980,1,4,-4
1336,1,6,1984,1,4,-4
1337,2,11,1982,1,4,-4
1338,2,10,1981,1,4,-4
1339,1,3,1981,1,4,-4
1340,2,11,1984,1,4,-4
1341,1,1,1983,1,4,-4
1342,1,3,1980,1,4,-4
1343,1,12,1980,1,4,1
1344,2,10,1983,1,4,-4
1345,2,1,1980,1,1,-4
1346,1,11,1983,1,1,-4
1347,2,1,1983,1,4,1
1348,1,12,1981,1,4,-4
1349,1,9,1983,1,4,-4
1350,2,11,1983,1,2,-4
1351,1,11,1981,1,2,-4
1352,1,5,1983,1,2,-4
1353,1,8,1984,1,2,-4
1354,2,7,1980,1,2,-4
1355,2,11,1981,1,2,-4
1356,2,5,1981,1,2,-4
1357,2,10,1982,1,2,-4
1358,2,8,1984,1,2,1
1359,1,5,1981,1,1,-4
1360,1,7,1981,1,2,-4
1361,1,11,1982,1,4,-4
1362,2,7,1980,1,4,1
1363,1,3,1981,1,2,1
1364,1,12,1980,1,4,-4
1365,1,7,1982,1,2,-4
1366,1,3,1980,1,2,1
1367,1,2,1984,1,4,-4
1368,2,12,1982,1,2,-4
1369,2,9,1981,1,4,1
1370,2,3,1984,1,4,-4
1371,1,10,1981,1,4,-4
1372,2,8,1983,1,4,-4
1373,1,8,1983,1,4,-4
1374,1,5,1982,1,4,-4
1375,2,12,1984,1,4,-4
1376,1,4,1980,1,4,-4
1377,1,3,1984,1,4,-4
1378,1,6,1983,1,4,1
1379,2,8,1984,1,4,-4
1380,2,2,1980,1,4,-4
1381,1,9,1983,1,4,-4
1382,1,4,1984,1,4,-4
1383,1,12,1982,1,4,-4
1384,2,10,1983,1,4,-4
1385,2,9,1982,1,4,1
1386,2,9,1981,1,2,1
1387,2,9,1982,1,2,-4
1388,2,8,1984,1,2,-4
1389,2,2,1980,1,4,1
1390,1,3,1982,1,4,-4
1391,2,7,1980,1,2,-4
1392,2,7,1980,1,2,1
1393,2,7,1984,1,2,-4
1394,1,2,1984,1,1,-4
1395,1,8,1983,1,1,-4
1396,1,11,1984,1,1,-4
1397,1,4,1982,1,1,1
1398,2,7,1980,1,1,-4
1399,2,10,1984,1,1,1
1400,1,7,1980,1,1,-4
1401,1,7,1983,1,1,-4
1402,1,9,1983,1,4,-4
1403,2,6,1981,1,4,1
1404,1,6,1983,1,4,-4
1405,1,3,1982,1,4,-4
1406,1,11,1983,1,4,-4
1407,1,11,1983,1,4,-4
1408,1,3,1980,1,4,-4
1409,1,2,1982,1,4,-4
1410,2,5,1980,1,4,1
1411,2,5,1980,1,4,-4
1412,2,6,1982,1,4,-4
1413,2,8,1984,1,2,-4
1414,2,7,1982,1,4,-4
1415,2,10,1982,1,4,-4
1416,2,8,1982,1,4,-4
1417,1,2,1983,1,4,-4
1418,1,11,1983,1,4,1
1419,2,8,1982,1,4,1
1420,2,8,1982,1,4,-4
1421,1,6,1983,1,4,-4
1422,2,7,1982,1,1,-4
1423,2,1,1983,1,1,-4
1424,2,7,1983,1,1,1
1425,1,3,1981,1,1,1
1426,1,10,1982,1,1,-4
1427,2,6,1984,1,1,-4
1428,2,3,1980,1,1,-4
1429,2,3,1981,1,4,-4
1430,2,12,1982,1,4,-4
1431,1,6,1980,1,4,-4
1432,2,7,1982,1,4,-4
1433,2,9,1984,1,4,-4
1434,1,6,1980,1,4,-4
1435,1,10,1982,1,4,1
1436,2,2,1984,1,4,1
1437,2,4,1980,1,4,1
1438,2,5,1982,1,4,-4
1439,1,4,1983,1,4,1
1440,2,4,1981,1,4,-4
1441,1,5,1980,1,4,-4
1442,2,7,1981,1,4,-4
1443,1,1,1983,1,4,-4
1444,2,2,1981,1,4,-4
1445,2,1,1982,1,4,-4
1446,1,10,1984,1,4,-4
1447,1,10,1983,1,4,-4
1448,2,12,1982,1,4,-4
1449,1,8,1980,1,4,-4
1450,2,9,1981,1,4,-4
1451,2,9,1981,1,4,-4
1452,1,3,1983,1,2,-4
1453,2,11,1981,1,4,1
1454,2,4,1981,1,4,-4
1455,1,10,1983,1,4,-4
1456,1,4,1980,1,4,-4
1457,1,3,1983,1,4,-4
1458,1,4,1981,1,4,-4
1459,2,11,1984,1,4,-4
1460,1,4,1984,1,4,-4
1461,1,10,1981,1,4,-4
1462,2,10,1984,1,4,-4
1463,1,5,1980,1,4,-4
1464,2,3,1984,1,4,-4
1465,1,7,1984,1,1,-4
1466,2,1,1982,1,1,-4
1467,2,11,1980,1,1,1
1468,1,12,1981,1,1,-4
1469,1,5,1984,1,1,-4
1470,2,10,1982,1,1,-4
1471,1,6,1984,1,1,-4
1472,2,4,1983,1,1,-4
1473,1,12,1983,1,1,-4
1474,1,8,1980,1,2,1
1475,2,6,1983,1,2,1
1476,2,4,1981,1,1,1
1477,2,12,1983,1,1,1
1478,1,9,1983,1,1,-4
1479,2,6,1980,1,1,-4
1480,2,1,1983,1,1,-4
1481,1,11,1984,1,1,-4
1482,1,12,1981,1,1,-4
1483,1,2,1984,1,2,-4
1484,1,8,1980,1,4,-4
1485,1,4,1983,1,4,-4
1486,1,3,1984,1,4,-4
1487,2,5,1981,1,4,-4
1488,1,4,1980,1,4,-4
1489,2,12,1982,1,4,-4
1490,2,10,1983,1,4,-4
1491,1,5,1982,1,4,-4
1492,2,11,1982,1,4,-4
1493,1,9,1983,1,4,-4
1494,2,12,1980,1,4,-4
1495,2,6,1980,1,4,1
1496,2,12,1981,1,4,-4
1497,2,8,1982,1,4,-4
1498,2,6,1984,1,4,-4
1499,2,8,1980,1,4,-4
1500,2,10,1982,1,1,-4
1501,2,10,1980,1,4,-4
1502,2,1,1984,1,1,-4
1503,1,12,1980,1,4,-4
1504,2,10,1983,1,4,-4
1505,1,11,1984,1,2,-4
1506,2,12,1984,1,2,-4
1507,1,4,1983,1,2,-4
1508,1,9,1984,1,3,-4
1509,2,11,1982,1,2,-4
1510,1,8,1980,1,4,1
1511,2,1,1982,1,4,-4
1512,2,5,1984,1,4,-4
1513,2,5,1984,1,4,1
1514,1,4,1982,1,1,-4
1515,1,8,1980,1,3,-4
1516,2,11,1980,1,2,-4
1517,2,5,1983,1,2,-4
1518,1,11,1984,1,4,-4
1519,1,2,1984,1,3,-4
1520,1,2,1984,1,4,-4
1521,2,3,1981,1,4,-4
1522,1,2,1982,1,3,-4
1523,2,10,1984,1,1,-4
1524,2,9,1981,1,1,1
1525,1,12,1980,1,1,-4
1526,2,12,1982,1,4,-4
1527,2,8,1984,1,1,-4
1528,2,1,1981,1,1,1
1529,1,5,1984,1,1,-4
1530,1,5,1980,1,4,-4
1531,2,5,1983,1,4,-4
1532,1,9,1982,1,4,-4
1533,2,3,1982,1,4,-4
1534,2,5,1980,1,4,-4
1535,1,12,1982,1,4,-4
1536,1,3,1983,1,2,-4
1537,2,5,1983,1,4,1
1538,1,3,1980,1,2,-4
1539,2,9,1983,1,4,1
1540,2,7,1984,1,4,-4
1541,2,11,1984,1,4,-4
1542,2,11,1983,1,2,-4
1543,2,7,1982,1,4,-4
1544,2,5,1984,1,4,-4
1545,1,7,1982,1,4,-4
1546,2,11,1983,1,4,-4
1547,1,9,1981,1,2,-4
1548,1,8,1983,1,2,-4
1549,1,9,1984,1,2,-4
1550,2,7,1982,1,4,-4
1551,2,5,1980,1,4,1
1552,1,10,1984,1,4,-4
1553,1,12,1980,1,1,-4
1554,1,7,1983,1,1,-4
1555,1,4,1980,1,1,-4
1556,1,6,1983,1,1,-4
1557,2,6,1984,1,1,-4
1558,1,5,1982,1,1,-4
1559,1,2,1982,1,4,-4
1560,1,1,1984,1,2,1
1561,1,2,1984,1,2,-4
1562,1,6,1984,1,2,-4
1563,1,5,1983,1,1,-4
1564,1,7,1983,1,1,1
1565,2,11,1984,1,1,-4
1566,2,10,1982,1,1,-4
1568,2,9,1982,1,1,-4
1569,1,7,1981,1,2,-4
1570,1,9,1981,1,2,-4
1571,2,12,1982,1,2,1
1572,1,4,1982,1,4,1
1573,1,5,1981,1,4,-4
1574,2,6,1983,1,4,-4
1575,2,11,1981,1,4,-4
1576,2,1,1980,1,4,1
1577,2,6,1984,1,4,-4
1578,1,6,1981,1,4,-4
1579,1,1,1983,1,1,-4
1580,1,4,1980,1,1,-4
1581,1,1,1980,1,4,-4
1582,2,1,1980,1,4,1
1583,1,3,1981,1,2,-4
1584,2,6,1982,1,2,1
1585,2,10,1984,1,2,-4
1586,1,3,1983,1,2,-4
1587,2,6,1982,1,4,1
1588,2,1,1984,1,4,-4
1589,1,9,1981,1,2,-4
1590,2,4,1983,1,4,-4
1591,1,10,1982,1,4,-4
1592,2,3,1981,1,4,-4
1593,2,2,1983,1,4,-4
1594,2,11,1980,1,1,-4
1595,2,10,1982,1,1,-4
1596,1,3,1983,1,2,-4
1597,1,1,1982,1,1,-4
1598,2,8,1980,1,2,-4
1599,2,7,1981,1,2,-4
1600,2,1,1982,1,2,-4
1601,2,4,1982,1,2,-4
1602,2,12,1984,1,2,-4
1603,2,7,1980,1,2,-4
1604,2,1,1980,1,4,-4
1605,2,12,1982,1,4,-4
1606,2,3,1982,1,2,-4
1607,1,3,1983,1,2,1
1608,2,11,1980,1,4,-4
1609,1,3,1983,1,4,-4
1610,2,7,1982,1,4,-4
1611,2,7,1982,1,4,-4
1612,2,7,1982,1,4,-4
1613,1,4,1983,1,4,-4
1614,2,10,1980,1,4,-4
1615,1,3,1983,1,2,-4
1616,2,3,1982,1,4,-4
1617,1,10,1983,1,4,-4
1618,1,9,1980,1,4,-4
1619,1,5,1981,1,4,-4
1620,1,4,1984,1,4,-4
1621,1,12,1981,1,4,-4
1622,2,10,1984,1,3,-4
1623,1,1,1983,1,4,-4
1624,2,1,1984,1,4,-4
1625,1,2,1982,1,2,-4
1626,1,12,1984,1,2,-4
1627,1,3,1982,1,4,-4
1628,1,7,1983,1,4,-4
1629,2,6,1982,1,4,-4
1630,2,8,1981,1,4,-4
1631,1,12,1981,1,4,-4
1632,1,3,1984,1,4,-4
1633,2,4,1980,1,4,-4
1634,2,5,1984,1,4,-4
1635,1,5,1980,1,4,-4
1636,1,11,1981,1,4,-4
1637,1,1,1983,1,4,-4
1638,1,7,1980,1,4,1
1639,2,1,1984,1,4,-4
1640,1,7,1982,1,4,-4
1641,2,8,1983,1,4,-4
1642,2,11,1983,1,4,-4
1643,1,11,1981,1,4,-4
1644,2,3,1981,1,4,-4
1645,1,10,1981,1,4,-4
1646,1,4,1982,1,4,-4
1647,2,11,1982,1,4,-4
1648,1,9,1981,1,4,-4
1649,1,2,1981,1,4,-4
1650,1,7,1982,1,4,-4
1651,2,10,1982,1,4,-4
1652,1,3,1981,1,4,-4
1653,1,7,1983,1,4,1
1654,1,3,1980,1,4,-4
1655,1,4,1982,1,4,-4
1656,1,5,1984,1,4,-4
1657,2,5,1983,1,1,-4
1658,2,11,1982,1,4,-4
1659,1,12,1982,1,2,1
1660,2,5,1981,1,4,-4
1661,1,9,1980,1,2,-4
1662,1,12,1981,1,4,-4
1663,2,1,1984,1,2,-4
1664,1,8,1983,1,4,-4
1665,1,7,1981,1,4,-4
1666,1,12,1981,1,4,1
1667,1,10,1984,1,4,-4
1668,1,2,1984,1,4,-4
1669,2,9,1981,1,4,-4
1670,2,8,1980,1,4,-4
1671,2,3,1982,1,4,-4
1672,2,12,1983,1,4,-4
1673,2,11,1982,1,4,1
1674,2,6,1981,1,4,-4
1675,1,1,1984,1,4,-4
1676,1,5,1980,1,4,-4
1677,2,4,1982,1,4,-4
1678,1,12,1983,1,4,-4
1679,2,2,1982,1,4,-4
1680,2,4,1982,1,4,-4
1681,1,2,1981,1,4,-4
1682,2,5,1980,1,4,-4
1683,1,1,1980,1,2,3
1684,2,1,1981,1,2,1
1685,1,3,1980,1,3,1
1686,2,2,1982,1,4,-4
1687,1,11,1980,1,4,-4
1688,1,7,1983,1,4,1
1689,2,3,1984,1,4,1
1690,2,12,1983,1,4,-4
1691,2,12,1983,1,4,1
1692,1,9,1981,1,4,-4
1693,1,10,1984,1,4,-4
1694,1,5,1982,1,4,-4
1695,1,11,1984,1,4,-4
1696,1,5,1983,1,4,-4
1697,2,4,1984,1,4,-4
1698,2,11,1980,1,4,-4
1699,1,8,1982,1,4,-4
1700,1,8,1982,1,4,-4
1701,1,5,1984,1,4,-4
1702,1,4,1982,1,4,-4
1703,2,7,1980,1,4,-4
1704,1,7,1982,1,4,-4
1705,2,11,1981,1,4,1
1706,2,12,1984,1,4,-4
1707,1,10,1980,1,1,-4
